# Optical properties of quartz Spectrasil2000 & QE of MCP-PMT XP85012
# Number of elements: 
880
# PhotonEnergy [eV]   AbsorptionLength [cm]   RefractionIndex   QuantumEfficiency
            3.68988                 6815.36           1.47951            0.231916
             3.7009                 8112.69           1.47971            0.231939
            3.71198                 7976.21            1.4799            0.232056
            3.72312                 7518.95            1.4801            0.232174
            3.73434                 7129.07            1.4803            0.232292
            3.74562                 6605.36            1.4805            0.232412
            3.75697                 6938.29            1.4807            0.232532
            3.76839                 7343.29           1.48091            0.232449
            3.77988                  7465.4           1.48111            0.232366
            3.79144                 7620.21           1.48132            0.232282
            3.80307                 6652.65           1.48152            0.232198
            3.81477                  5868.5           1.48173            0.232114
            3.82654                 5987.61           1.48194            0.231788
            3.83839                 6544.72           1.48215             0.23146
            3.85031                 7304.02           1.48237             0.23113
            3.86231                 6785.85           1.48258            0.230798
            3.87437                 6568.61           1.48279            0.230463
            3.88652                 6541.39           1.48301            0.229834
            3.89874                 4918.77           1.48323            0.229201
            3.91104                 6681.45           1.48345            0.228564
            3.92342                 6168.32           1.48367            0.227922
            3.93587                 5868.57           1.48389            0.227277
            3.94841                 6118.12           1.48415            0.226647
            3.96102                 6149.43           1.48441            0.226014
            3.97372                 6258.03           1.48468            0.225376
             3.9865                 5824.66           1.48494            0.224734
            3.99935                 5797.65           1.48521            0.224088
             4.0123                 5594.66           1.48548            0.223465
            4.02532                 5747.69           1.48575            0.222838
            4.03844                 5789.42           1.48603            0.222206
            4.05163                 5818.49            1.4863            0.221571
            4.06492                 5543.46           1.48658            0.220931
            4.07829                 5211.72           1.48686            0.219714
            4.09175                 5046.62           1.48714            0.218488
             4.1053                 4957.41           1.48742            0.217255
            4.11894                 5128.48           1.48771            0.216013
            4.13267                 5187.96           1.48799            0.214764
            4.14649                 4927.56           1.48828            0.213563
             4.1604                 4821.81           1.48857            0.212355
            4.17441                 4891.24           1.48886            0.211139
            4.18851                 5177.64           1.48916            0.209914
            4.20271                  5124.2           1.48945            0.208681
            4.21701                 5151.36           1.48975            0.207758
             4.2314                 5236.82           1.49005            0.206829
            4.24589                 4869.67           1.49035            0.205894
            4.26048                 4871.71           1.49066            0.204952
            4.27517                 4666.08           1.49096            0.204003
            4.28997                 4383.56           1.49127            0.202881
            4.30486                 4203.12           1.49158            0.201751
            4.31986                 4402.24            1.4919            0.200613
            4.33497                  4587.1           1.49221            0.199468
            4.35018                 4471.17           1.49253            0.198314
            4.36549                 4267.72           1.49285            0.197222
            4.38092                 3992.98           1.49317            0.196122
            4.39645                 3874.69           1.49349            0.195014
             4.4121                 3779.49           1.49382            0.193898
            4.42786                 3675.45           1.49415            0.192774
            4.44373                 3602.88           1.49455             0.19185
            4.45971                 3671.33           1.49496             0.19092
            4.47581                 3876.48           1.49537            0.189982
            4.49203                 3613.91           1.49578            0.189038
            4.50836                  3411.4            1.4962            0.188087
            4.52482                 3493.46           1.49661            0.186929
            4.54139                 3400.96           1.49704            0.185763
            4.55809                 3248.27           1.49746            0.184588
            4.57491                 3104.18           1.49789            0.183405
            4.59185                  3007.9           1.49832            0.182212
            4.60892                 2914.21           1.49876            0.181477
            4.62612                 2870.88           1.49919            0.180735
            4.64345                 2941.63           1.49963            0.179989
             4.6609                 2910.71           1.50008            0.179236
            4.67849                 2728.11           1.50053            0.178478
            4.69621                 2603.23           1.50098            0.177884
            4.71407                 2627.66           1.50143            0.177285
            4.73206                 2577.68           1.50189            0.176682
            4.75019                 2442.49           1.50235            0.176074
            4.76846                 2408.94           1.50282            0.175461
            4.78687                 2386.65           1.50329            0.174629
            4.80543                    2334           1.50376            0.173789
            4.82412                 2278.74           1.50424            0.172944
            4.84297                 2217.99           1.50472            0.172091
            4.86196                 2134.06            1.5052            0.171232
             4.8811                 2097.74           1.50569            0.170733
             4.9004                 2097.77           1.50618             0.17023
            4.91984                  2055.2           1.50667            0.169723
            4.93944                 1992.34           1.50717            0.169212
             4.9592                  1951.1           1.50767            0.168697
            4.97912                 1923.29           1.50818            0.168375
            4.99919                 1923.66           1.50869            0.168051
            5.01943                 1908.47           1.50921            0.167725
            5.03984                 1850.26           1.50973            0.167395
            5.06041                 1785.48           1.51025            0.167063
            5.08115                 1756.03           1.51094            0.166787
            5.10206                 1709.54           1.51163            0.166509
            5.12314                 1640.42           1.51233            0.166228
             5.1444                 1615.88           1.51304            0.165945
            5.16583                 1594.34           1.51376             0.16566
            5.18745                 1520.19           1.51447            0.165735
            5.20924                 1486.17            1.5152             0.16581
            5.23122                 1476.55           1.51593            0.165886
            5.25339                 1450.24           1.51667            0.165962
            5.27574                 1403.36           1.51741            0.166039
            5.29829                 1358.23           1.51817             0.16609
            5.32103                  1357.9           1.51892            0.166142
            5.34397                 1321.94           1.51969            0.166194
             5.3671                  1279.2           1.52046            0.166247
            5.39043                 1264.16           1.52123              0.1663
            5.41397                 1233.16           1.52202            0.166164
            5.43772                  1202.8           1.52281            0.166027
            5.46167                 1167.21           1.52361            0.165889
            5.48584                 1136.48           1.52441             0.16575
            5.51022                 1111.15           1.52522            0.165609
            5.53482                 1078.99           1.52604            0.165417
            5.55964                 1055.39           1.52687            0.165223
            5.58468                 1028.72            1.5277            0.165027
            5.60995                 1001.34           1.52854             0.16483
            5.63545                 962.885           1.52939            0.164631
            5.66119                 939.395           1.53025            0.164954
            5.68716                 926.548           1.53111            0.165281
            5.71336                 904.427           1.53199             0.16561
            5.73981                 881.682           1.53287            0.165943
            5.76651                  848.42           1.53375            0.166278
            5.79346                 818.019           1.53465            0.167092
            5.82066                 788.519           1.53556            0.167914
            5.84811                 769.593           1.53647            0.168743
            5.87583                 747.919           1.53739            0.169581
            5.90381                 722.293           1.53833            0.170426
            5.93206                  704.71           1.53939            0.171972
            5.96058                 682.603           1.54048            0.173534
            5.98937                  653.73           1.54159             0.17511
            6.01845                 641.046           1.54272            0.176702
             6.0478                 617.682           1.54387            0.178309
            6.07745                 600.051           1.54504            0.180543
            6.10739                 580.477           1.54623            0.182799
            6.13762                 562.153           1.54744            0.185077
            6.16816                 545.291           1.54867            0.187379
              6.199                 529.478           1.54993            0.189703
            6.23015                 514.628           1.55121            0.192684
            6.26162                 513.434           1.55251            0.195696
             6.2934                 512.133           1.55384            0.198738
            6.32551                 511.447           1.55519            0.201811
            6.35795                  439.93           1.55656            0.204916
            6.39072                 428.416           1.55797            0.208053
            6.42383                 366.054           1.55939            0.211703
            6.45729                 353.782           1.56085            0.215597
             6.4911                 320.244           1.56233            0.219533
            6.52526                 307.814           1.56384             0.22351
            6.55979                 275.783           1.56537            0.227529
            6.59468                 262.084           1.56694            0.231591
            6.62995                 238.497           1.56854            0.233567
            6.66559                 213.698           1.57017            0.235325
            6.70162                 188.606           1.57182            0.237103
            6.73804                 165.035           1.57351              0.2389
            6.77486                 139.914           1.57524            0.240717
            6.81209                 119.153             1.577            0.241684
            6.84972                 96.5308           1.57879            0.240623
            6.88778                 76.5459           1.58061            0.239549
            6.92626                  56.442           1.58248            0.238464
            6.96517                 42.4659           1.58438            0.237367
            7.00452                 30.8679           1.58631            0.236257
            7.04432                 22.1757           1.58829            0.235135
            7.08457                 16.0269            1.5903               0.234
            7.12529                  11.435           1.59236            0.225402
            7.16647                 8.15213           1.59446            0.216705
            7.20814                 5.90063            1.5966            0.207907
            7.25029                 4.31129           1.59878            0.199006
            7.29294                 2.51662           1.60101                0.19
            7.33609                 1.40588           1.60329            0.165996
            7.37976                 0.90473           1.60561            0.141707
            7.42395                0.607825           1.60798            0.117127
            7.46867                0.406217            1.6104           0.0922502
            7.51394                0.280283           1.61288           0.0670723
            7.55976                0.200589            1.6154           0.0504302
            7.60613                0.147386           1.61798           0.0358083
            7.65309                0.114884           1.62061           0.0210059
            7.70062               0.0912859            1.6233          0.00601963
            7.74875               0.0734036           1.62605          0.00263214
            7.79748               0.0589519           1.62885          0.00216712
            7.84684               0.0469131           1.63172           0.0016962
            7.89682               0.0371046           1.63465          0.00121929
            7.94744               0.0294007           1.63765         0.000736264
            7.99871               0.0241944           1.64071         0.000247005
            8.05065               0.0206966           1.64384           8.324e-05
            8.10327               0.0194338           1.64704         0.000251352
            8.15658               0.0193915           1.65031         0.000421676
             8.2106               0.0189303           1.65366         0.000594257
            8.26533               0.0185381           1.65708         0.000769138
            8.32081               0.0190375           1.66058         0.000946367
            8.37703               0.0187298           1.66416               0.001
            8.43401                0.018829           1.66783               0.001
            8.49178               0.0187354           1.67158               0.001
            8.55034               0.0192285           1.67542               0.001
            8.60972               0.0188919           1.67935               0.001
            8.66993               0.0192815           1.68337               0.001
            8.73099               0.0194481           1.68748               0.001
            8.79291                0.019913            1.6917               0.001
            8.85571               0.0195815           1.69602         0.000940787
            8.91942               0.0192759           1.70044         0.000741565
            8.98406               0.0191289           1.70497         0.000539456
            9.04964               0.0203454           1.70961         0.000334396
            9.11618               0.0208513           1.71437         0.000126321
             9.1837               0.0197308           1.71925         3.71556e-05
            9.25224               0.0191745           1.72425         0.000131015
             9.3218                0.019876           1.72937         0.000226286
            9.39242                0.019708           1.73462            0.000323
            9.46412               0.0205427           1.74001         0.000421191
            9.53692               0.0190949           1.74554         0.000520892
            9.61085               0.0188724           1.75121          0.00062214
            9.68594               0.0186789           1.75703         0.000724969
             9.7622               0.0182816             1.763         0.000829417
            9.83968               0.0182196           1.76913         0.000935524
             9.9184                0.018432           1.77542               0.001
            9.99839               0.0182141           1.78189               0.001
            10.0797               0.0182135           1.78852               0.001
            10.1623               0.0186466           1.79534               0.001
            10.2463               0.0184323           1.80234          0.00116253
            10.3317               0.0184357           1.80954          0.00143704
